,Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location
1339,Silver,KTM,390,2022,Roadbike,25/03/2022,Auckland City
1340,Green,Kawasaki,ZX,2010,Roadbike,10/02/2022,Wellington
1341,Black,Suzuki,GSX750F,2007,Roadbike,23/02/2022,Wellington
1342,Blue,TNT Motor,ROMA,2020,Moped,1/03/2022,Bay of Plenty
1343,Black,Yamaha,MT03LA,2020,Roadbike,30/11/2021,Auckland City
1344,Black,Kawasaki,EX,2020,Roadbike,8/10/2021,Auckland City
1345,Black,Royal Enfield,CLASSIC,2020,Roadbike,30/01/2022,Bay of Plenty
1346,Black,Benelli,502C,2021,Roadbike,20/10/2021,Wellington
1347,Silver,Suzuki,GSX250FRLL9,2020,Roadbike,17/02/2022,Wellington
1348,Black,Factory Built,VIVA,2021,Moped,18/10/2021,Wellington
1349,Brown,Suzuki,UZ50,2021,Moped,11/12/2021,Auckland City
1350,Black,Suzuki,GSX-R1000,2011,Roadbike,30/12/2021,Auckland City
1351,Black,Suzuki,GN250,2005,Roadbike,13/02/2022,Wellington
1352,Black,TNT Motor,ROMA,2021,Moped,13/10/2021,Wellington
1353,Black,Forza,F50,2021,Moped,15/02/2022,Waitemata
1354,Black,KTM,690,2022,Roadbike,24/03/2022,Auckland City
1355,Black,Subaru,LEGACY,1998,Saloon,20/01/2022,Central
1356,Gold,Honda,ODYSSEY,1999,Stationwagon,2/02/2022,Southern
1357,Silver,Mazda,CAPELLA,1999,Stationwagon,29/01/2022,Wellington
1358,Silver,Mazda,CAPELLA,1999,Stationwagon,29/01/2022,Wellington
1359,White,Holden,RODEO 4X4,2004,Utility,7/02/2022,Central
1360,Black,Mercedes-Benz,ML,2004,Stationwagon,20/10/2021,Counties/Manukau
1361,White,Toyota,HIACE,2004,Light Van,15/12/2021,Waikato
1362,Silver,Nissan,MAXIMA,2004,Saloon,22/02/2022,Northland
1363,Cream,Toyota Lexus,GS,1998,Saloon,28/01/2022,Waitemata
1364,Silver,Volkswagen,GOLF,1997,Hatchback,4/03/2022,Waikato
1365,Blue,Mitsubishi,TRITON,2004,Utility,6/03/2022,Central
1366,Red,Toyota,HILUX,2004,Utility,17/12/2021,Bay of Plenty
1367,White,Toyota,HIACE,1997,Stationwagon,30/03/2022,Counties/Manukau
1368,Black,Nissan,TERRANO,1997,Stationwagon,30/01/2022,Auckland City
1369,White,Ford,COURIER,2004,Utility,18/12/2021,Bay of Plenty
1370,White,Toyota,HIACE,2004,Light Van,28/02/2022,Central
1371,White,Toyota,HIACE,2004,Light Van,11/02/2022,Auckland City
1372,White,Ford,COURIER,2004,Utility,23/03/2022,Southern
1373,Silver,Mazda,FAMILIA,1997,Hatchback,14/12/2021,Central
1374,Silver,Toyota,HILUX,2004,Utility,6/03/2022,Central
1375,Red,Toyota,HILUX,1994,Stationwagon,12/02/2022,Bay of Plenty
1376,Gold,Daewoo,KALOS,2004,Hatchback,16/11/2021,Bay of Plenty
1377,Green,Nissan,SAFARI,1995,Stationwagon,22/11/2021,Counties/Manukau
1378,Green,Isuzu,BIGHORN,1993,Stationwagon,30/03/2022,Canterbury
1379,Blue,Toyota,HILUX,1995,Stationwagon,1/04/2022,Canterbury
1380,Green,Subaru,LEGACY,1997,Stationwagon,11/01/2022,Waikato
1381,Silver,Ford,FALCON,2004,Saloon,26/10/2021,Bay of Plenty
1382,Red,Ford,COURIER,2004,Utility,11/02/2022,Wellington
1383,Black,Toyota,CAMRY,2004,Saloon,9/02/2022,Bay of Plenty
1384,White,Subaru,OUTBACK,2004,Stationwagon,29/03/2022,Canterbury
1385,Red,Toyota,COROLLA,1997,Hatchback,31/12/2021,Southern
1386,Gold,Mazda,MX-5,1998,Convertible,2/04/2022,Auckland City
1387,White,Ford,COURIER,2004,Utility,18/03/2022,Auckland City
1388,White,Ford,ECONOVAN,2004,Light Van,25/03/2022,Auckland City
1389,White,Ford,COURIER,2004,Utility,20/10/2021,Bay of Plenty
1390,Black,Nissan,MAXIMA,2004,Saloon,16/10/2021,Bay of Plenty
1391,Blue,Ford,FALCON,2004,Saloon,10/11/2021,Canterbury
1392,Green,Toyota,HILUX,1995,Stationwagon,23/12/2021,Auckland City
1393,Blue,Nissan,CEFIRO,1995,Saloon,1/04/2022,Auckland City
1394,White,Toyota,CORONA,1996,Saloon,28/03/2022,Bay of Plenty
1395,White,Mazda,FAMILIA,2000,Stationwagon,29/03/2022,Bay of Plenty
1396,Silver,Honda,CRV,1996,Stationwagon,6/02/2022,Auckland City
1397,White,Nissan,PULSAR,1997,Hatchback,14/01/2022,Waitemata
1398,Silver,Honda,ACCORD,2004,Saloon,1/03/2022,Counties/Manukau
1399,White,Nissan,SUNNY,1995,Saloon,15/12/2021,Eastern
1400,Blue,Ford,MONDEO,2004,Saloon,29/10/2021,Counties/Manukau
1401,White,Toyota,ECHO,2004,Hatchback,3/12/2021,Canterbury
1402,Silver,Subaru,LEGACY,2002,Stationwagon,9/03/2022,Auckland City
1403,Silver,Isuzu,WIZARD,2000,Stationwagon,13/11/2021,Counties/Manukau
1404,White,Mazda,BOUNTY,2004,Utility,16/03/2022,Bay of Plenty
1405,Green,Toyota,HILUX,1996,Stationwagon,19/12/2021,Tasman
1406,Silver,Ford,FALCON,2004,Saloon,19/10/2021,Bay of Plenty
1407,Green,Ford,FALCON,2004,Saloon,18/01/2022,Bay of Plenty
1408,Red,Subaru,IMPREZA,2003,Saloon,15/12/2021,Waitemata
1409,Grey,Mitsubishi,CARISMA,1996,Saloon,31/10/2021,Wellington
1410,Black,Honda,ACCORD,2004,Saloon,10/03/2022,Bay of Plenty
1411,Silver,Subaru,FORESTER,2002,Stationwagon,12/11/2021,Wellington
1412,White,Toyota,HIACE,1996,Light Van,22/03/2022,Waitemata
1413,Silver,Mitsubishi,TRITON,2004,Utility,28/12/2021,Auckland City
1414,Silver,Toyota,HILUX,1992,Other Truck,7/01/2022,Northland
1415,Red,Subaru,IMPREZA,2000,Stationwagon,16/03/2022,Counties/Manukau
1416,Silver,Toyota,CALDINA,1994,Stationwagon,7/03/2022,Central
1417,Grey,Holden,COMMODORE,2004,Saloon,10/11/2021,Northland
1418,White,Daihatsu,DELTA V76HU,1987,Flat Deck Truck,16/11/2021,Central
1419,Silver,Ford,FALCON,2004,Stationwagon,13/01/2022,Auckland City
1420,Silver,Toyota,HILUX,2004,Utility,27/03/2022,Wellington
1421,Red,Toyota,HILUX,2004,Utility,10/03/2022,Eastern
1422,White,Toyota,HILUX,1994,Stationwagon,6/03/2022,Southern
1423,Black,Toyota,RAV4,1996,Stationwagon,19/02/2022,Bay of Plenty
1424,White,Toyota,TOWNACE,1991,Mobile Home - Light,24/01/2022,Auckland City
1425,Blue,Honda,ODYSSEY,1996,Stationwagon,21/10/2021,Auckland City
1426,Gold,Ford,MONDEO,2004,Saloon,24/01/2022,Central
1427,White,Toyota,HIACE,1998,Light Van,6/02/2022,Central
1428,White,Toyota,HIACE,1999,Light Van,25/01/2022,Wellington
1429,Blue,Mazda,BOUNTY,2004,Utility,13/10/2021,Bay of Plenty
1430,Blue,Mitsubishi,CHALLENGER,2004,Stationwagon,5/04/2022,Auckland City
1431,Grey,Ford,COURIER,2004,Utility,18/02/2022,Central
1432,White,Nissan,ELGRAND,2007,Stationwagon,6/02/2022,Waitemata
1433,Grey,Holden,RODEO 4X4,2004,Utility,21/02/2022,Northland
1434,Silver,Nissan,SUNNY,1996,Saloon,13/10/2021,Waikato
1435,White,Subaru,LEGACY,1996,Stationwagon,2/03/2022,Central
1436,Silver,Toyota,COROLLA,1996,Hatchback,2/03/2022,Bay of Plenty
1437,Grey,Honda,ACCORD,1997,Saloon,16/03/2022,Waitemata
1438,White,Nissan,PULSAR,1997,Saloon,7/03/2022,Eastern
1439,Silver,Subaru,LEGACY,2001,Saloon,6/12/2021,Canterbury
1440,Gold,Daihatsu,CHARADE,2004,Hatchback,16/02/2022,Tasman
1441,Blue,Nissan,PULSAR,1996,Stationwagon,31/10/2021,Counties/Manukau
1442,Grey,Subaru,IMPREZA,1999,Stationwagon,31/03/2022,Southern
1443,Blue,Nissan,SUNNY,1996,Saloon,6/04/2022,Waitemata
1444,Red,Subaru,IMPREZA,1997,Stationwagon,16/12/2021,Eastern
1445,Blue,Holden,CREWMAN,2004,Utility,22/11/2021,Canterbury
1446,Silver,Mitsubishi,PAJERO,2004,Stationwagon,19/10/2021,Canterbury
1447,White,Toyota,HIACE,2004,Light Van,25/03/2022,Wellington
1448,White,Ford,COURIER,2004,Utility,15/12/2021,Counties/Manukau
1449,Blue,Mazda,BOUNTY,2004,Utility,12/12/2021,Wellington
1450,Blue,Toyota,HIACE,2004,Light Van,26/03/2022,Wellington
1451,Blue,Ford,TERRITORY,2004,Stationwagon,2/04/2022,Central
1452,Blue,Toyota,LANDCRUISER,1998,Stationwagon,30/03/2022,Canterbury
1453,Silver,Toyota,LANDCRUISER,1994,Stationwagon,4/11/2021,Canterbury
1454,Green,Toyota,HILUX,1995,Stationwagon,19/03/2022,Tasman
1455,Red,Ford,COURIER,1999,Utility,13/12/2021,Bay of Plenty
1456,White,Honda,CIVIC,1996,Saloon,25/10/2021,Southern
1457,Blue,Ford,COURIER,2005,Utility,20/12/2021,Bay of Plenty
1458,Red,Toyota,CAVALIER,1996,Sports Car,18/10/2021,Eastern
1459,Silver,Ford,FALCON,2005,Saloon,31/12/2021,Canterbury
1460,Blue,BMW,530I,2005,Saloon,22/12/2021,Wellington
1461,Silver,Honda,ODYSSEY,1998,Stationwagon,13/02/2022,Canterbury
1462,White,Mazda,BOUNTY,2005,Utility,8/10/2021,Waitemata
1463,White,Mazda,BOUNTY,2005,Utility,1/04/2022,Wellington
1464,Black,Nissan,TERRANO,1996,Stationwagon,11/10/2021,Central
1465,Silver,Subaru,FORESTER,1997,Stationwagon,3/04/2022,Central
1466,Blue,Toyota,HILUX,1996,Stationwagon,16/02/2022,Canterbury
1467,Blue,Honda,CIVIC,1997,Saloon,9/03/2022,Eastern
1468,White,Ford,COURIER,2005,Utility,28/12/2021,Canterbury
1469,White,Toyota,CELICA,1997,Sports Car,5/03/2022,Central
1470,Blue,Toyota,IPSUM,1996,Stationwagon,4/01/2022,Auckland City
1471,Gold,Hyundai,SANTA FE,2004,Stationwagon,15/03/2022,Southern
1472,Blue,Suzuki,SWIFT,2005,Hatchback,5/11/2021,Eastern
1473,Blue,BMW,318TI,1995,Hatchback,16/03/2022,Wellington
1474,White,Holden,RODEO 4X4,2005,Utility,13/11/2021,Auckland City
1475,Blue,Volkswagen,PASSAT,2000,Saloon,16/12/2021,Waikato
1476,Blue,Nissan,MICRA,2005,Saloon,15/11/2021,Wellington
1477,Grey,BMW,530I,2005,Saloon,19/11/2021,Counties/Manukau
1478,White,Toyota,HILUX,2005,Utility,18/12/2021,Bay of Plenty
1479,Black,Audi,A4,2005,Saloon,17/12/2021,Counties/Manukau
1480,Green,Toyota,RAV4,1994,Stationwagon,5/03/2022,Bay of Plenty
1481,Red,Mazda,BOUNTY,2005,Utility,23/03/2022,Southern
1482,Grey,Holden,VX COMMODORE,2002,Saloon,21/03/2022,Central
1483,White,Nissan,NAVARA,2005,Utility,6/01/2022,Bay of Plenty
1484,Blue,Mazda,BOUNTY,2005,Utility,29/01/2022,Canterbury
1485,White,Mazda,CAPELLA,2002,Saloon,17/11/2021,Bay of Plenty
1486,White,Mazda,CAPELLA,2002,Saloon,17/11/2021,Bay of Plenty
1487,White,Mazda,BOUNTY,2005,Utility,4/04/2022,Canterbury
1488,Blue,Isuzu,BIGHORN,1994,Stationwagon,10/03/2022,Northland
1489,Blue,Toyota,HILUX,1994,Stationwagon,18/01/2022,Canterbury
1490,Blue,Ford,COURIER,2005,Utility,5/04/2022,Waikato
1491,White,Nissan,SUNNY,1998,Saloon,11/02/2022,Canterbury
1492,White,Ford,COURIER,2005,Utility,16/03/2022,Central
1493,Black,Nissan,TERRANO,1993,Stationwagon,17/10/2021,Canterbury
1494,Grey,Trailer,AMED 09,2012,Trailer - Heavy,22/11/2021,Waitemata
1495,White,Ford,FALCON,2005,Stationwagon,30/01/2022,Waikato
1496,Blue,Toyota,COROLLA,1998,Stationwagon,17/11/2021,Tasman
1497,Red,Holden,COMMODORE,2005,Saloon,9/03/2022,Counties/Manukau
1498,Green,Toyota,RAV4,1996,Hatchback,27/03/2022,Bay of Plenty
1499,White,Toyota,HIACE,1996,Light Van,27/01/2022,Central
1500,Blue,Toyota,SPRINTER,1998,Stationwagon,1/02/2022,Waikato
1501,Blue,Nissan,PULSAR,1997,Stationwagon,29/03/2022,Waikato
1502,Red,Mazda,FAMILIA,1998,Stationwagon,25/01/2022,Central
1503,Black,Ford,TERRITORY,2005,Stationwagon,5/11/2021,Auckland City
1504,Silver,Ford,COURIER,2005,Utility,1/01/2022,Wellington
1505,Silver,Subaru,IMPREZA,1998,Stationwagon,7/02/2022,Canterbury
1506,Grey,Isuzu,BIGHORN,1996,Stationwagon,18/11/2021,Canterbury
1507,Blue,BMW,323I,2000,Saloon,15/02/2022,Canterbury
1508,White,Holden,RODEO 4X2,2005,Utility,25/11/2021,Counties/Manukau
1509,Black,Ford,COURIER,2005,Utility,3/03/2022,Auckland City
1511,Blue,Ford,COURIER,2005,Utility,10/12/2021,Wellington
1512,Red,Ford,COURIER,2005,Utility,23/10/2021,Wellington
1513,Black,Mazda,MAZDA6,2005,Hatchback,4/04/2022,Counties/Manukau
1514,Blue,BMW,318TI,1996,Hatchback,5/01/2022,Tasman
1515,Silver,Subaru,IMPREZA,1997,Stationwagon,10/03/2022,Counties/Manukau
1516,White,Nissan,ATLAS,1994,Other Truck,25/01/2022,Wellington
1517,White,Isuzu,ELF,1994,Other Truck,12/02/2022,Counties/Manukau
1518,White,Toyota,HIACE,1999,Light Van,12/02/2022,Counties/Manukau
1519,Blue,Hyundai,SANTA FE,2005,Stationwagon,12/10/2021,Tasman
1520,White,Mazda,BOUNTY,2005,Utility,10/02/2022,Auckland City
1521,Grey,Ford,COURIER,2005,Utility,8/10/2021,Bay of Plenty
1522,Blue,Honda,TORNEO,1998,Saloon,15/01/2022,Eastern
1523,White,Ford,COURIER,2005,Utility,13/10/2021,Auckland City
1524,Silver,Toyota,ALTEZZA,2003,Saloon,29/01/2022,Bay of Plenty
1525,Black,Ford,TERRITORY,2005,Stationwagon,26/01/2022,Counties/Manukau
1526,Brown,Toyota,HIACE,1994,Light Van,20/12/2021,Bay of Plenty
1527,Green,Toyota,LANDCRUISER,1995,Stationwagon,24/12/2021,Canterbury
1528,Red,Ford,FOCUS,2005,Hatchback,1/11/2021,Central
1529,Silver,Ford,MONDEO,2005,Saloon,30/03/2022,Wellington
1530,White,Honda,ACCORD,1998,Saloon,29/03/2022,Auckland City
1531,Green,Ford,COURIER,2005,Utility,4/04/2022,Counties/Manukau
1532,Blue,Ford,FALCON,2005,Saloon,7/11/2021,Canterbury
1533,Silver,Toyota,HILUX,1994,Stationwagon,14/11/2021,Canterbury
1534,White,Toyota,HIACE,1998,Light Van,8/12/2021,Canterbury
1535,Black,Ford,TERRITORY,2005,Stationwagon,7/12/2021,Wellington
1536,Black,Holden,COMMODORE,2005,Saloon,7/12/2021,Northland
1537,White,Ford,FOCUS,2005,Hatchback,28/12/2021,Canterbury
1538,Green,BMW,530I,2005,Saloon,27/03/2022,Wellington
1539,Blue,Toyota,HILUX,1995,Stationwagon,18/10/2021,Canterbury
1540,Silver,Toyota,TOWNACE,1995,Light Van,27/02/2022,Canterbury
1541,Black,Toyota,LEVIN,1998,Saloon,29/12/2021,Canterbury
1542,White,Mazda,BOUNTY,2005,Utility,27/03/2022,Canterbury
1543,Red,Ford,FALCON,2003,Saloon,23/01/2022,Bay of Plenty
1544,Silver,Ford,TERRITORY,2005,Stationwagon,5/03/2022,Eastern
1545,White,Ford,MONDEO,2005,Stationwagon,31/01/2022,Waikato
1546,White,Ford,COURIER,2005,Utility,18/01/2022,Waikato
1547,Red,Suzuki,ESCUDO,1994,Stationwagon,7/02/2022,Central
1548,Grey,Honda,CIVIC,2005,Saloon,9/10/2021,Northland
1549,Black,Nissan,SKYLINE,1996,Sports Car,9/01/2022,Waitemata
1550,Silver,Toyota,HIACE,1997,Light Van,25/02/2022,Auckland City
1551,Blue,Holden,UTE,2005,Utility,2/12/2021,Auckland City
1552,White,Ford,COURIER,2005,Utility,2/03/2022,Canterbury
1553,Black,Mazda,BOUNTY,2005,Utility,4/02/2022,Bay of Plenty
1554,White,Mazda,FAMILIA,2000,Stationwagon,4/04/2022,Waikato
1555,Gold,Ford,TERRITORY,2005,Stationwagon,17/02/2022,Waikato
1556,Silver,Ford,COURIER,2005,Utility,5/04/2022,Canterbury
1557,Silver,Mazda,MAZDA6,2005,Saloon,31/01/2022,Northland
1558,Black,Peugeot,307,2005,Hatchback,2/04/2022,Wellington
1559,Green,Toyota,CAMRY,1998,Saloon,2/04/2022,Waikato
1560,Blue,Daihatsu,SIRION,2005,Hatchback,3/12/2021,Canterbury
1561,White,Nissan,PULSAR,1998,Hatchback,28/10/2021,Waikato
1562,Silver,Honda,ODYSSEY,1996,Stationwagon,28/01/2022,Waikato
1563,Green,Isuzu,BIGHORN,1997,Stationwagon,4/11/2021,Canterbury
1564,Silver,Toyota,SPRINTER,1999,Saloon,4/02/2022,Canterbury
1565,Blue,Mazda,FAMILIA,1996,Saloon,15/12/2021,Eastern
1566,White,Ford,COURIER,2005,Utility,16/12/2021,Waikato
1567,Black,BMW,330I,2002,Saloon,28/01/2022,Auckland City
1568,Blue,Mazda,ATENZA,2003,Hatchback,9/03/2022,Bay of Plenty
1569,Blue,Toyota,PRADO,1996,Stationwagon,21/03/2022,Central
1570,Blue,Holden,ASTRA,2005,Hatchback,4/04/2022,Tasman
1571,White,Mazda,BOUNTY,2005,Utility,8/10/2021,Bay of Plenty
1572,Silver,Toyota,HILUX,2005,Utility,21/10/2021,Bay of Plenty
1573,Blue,Ford,TRANSIT,2005,Heavy Van,28/10/2021,Northland
1574,Black,Ford,TERRITORY,2005,Stationwagon,25/03/2022,Counties/Manukau
1575,Grey,Nissan,PRIMERA,1996,Saloon,10/10/2021,Waikato
1576,Silver,Briford,744,2004,Trailer,25/11/2021,Wellington
1577,Black,Subaru,LEGACY,2005,Saloon,4/04/2022,Counties/Manukau
1578,Blue,Toyota,STARLET,1994,Hatchback,10/01/2022,Southern
1579,White,Ford,COURIER,2005,Utility,15/12/2021,Auckland City
1580,Silver,Toyota,WILL,2001,Hatchback,14/01/2022,Waitemata
1581,White,Nissan,NAVARA,2005,Utility,24/03/2022,Wellington
1582,White,Ford,COURIER,2005,Utility,27/03/2022,Southern
1583,White,BMW,525I,2007,Saloon,5/04/2022,Counties/Manukau
1584,White,Mazda,BOUNTY,2005,Utility,30/03/2022,Counties/Manukau
1585,Blue,Ford,COURIER,2005,Utility,28/03/2022,Tasman
1586,Silver,Nissan,CEFIRO,1995,Saloon,15/01/2022,Canterbury
1587,White,Morris,FGK60,1943,Mobile Home - Light,19/10/2021,Central
1588,Green,Isuzu,BIGHORN,1996,Stationwagon,9/10/2021,Bay of Plenty
1589,Silver,Mitsubishi,COLT,2003,Hatchback,16/12/2021,Wellington
1590,Brown,Nissan,TERRANO,1996,Stationwagon,10/10/2021,Northland
1591,Silver,Holden,BARINA,2004,Hatchback,17/01/2022,Waikato
1592,Blue,Nissan,TERRANO,1997,Stationwagon,20/12/2021,Bay of Plenty
1593,Red,Mitsubishi,GALANT,2006,Saloon,13/10/2021,Central
1594,Blue,BMW,320I,1995,Saloon,21/01/2022,Tasman
1595,White,Suzuki,CULTUS,1998,Stationwagon,7/02/2022,Northland
1596,Blue,Toyota,CALDINA,1996,Stationwagon,13/03/2022,Wellington
1597,Silver,Holden,COMMODORE,2006,Stationwagon,21/03/2022,Counties/Manukau
1598,Silver,Saab,9-3 LINEAR,2006,Saloon,7/02/2022,Waitemata
1599,Silver,Toyota,EMINA,1996,Stationwagon,6/01/2022,Wellington
1600,White,Ford,COURIER,2006,Utility,30/12/2021,Bay of Plenty
1601,Black,Toyota,CALDINA,1997,Stationwagon,16/12/2021,Auckland City
1602,Blue,Mazda,FAMILIA,1998,Saloon,4/04/2022,Auckland City
1603,White,Nissan,LAUREL,1998,Saloon,9/03/2022,Waitemata
1604,White,Ford,COURIER,2006,Utility,24/03/2022,Southern
1605,Green,Nissan,SAFARI,1994,Stationwagon,18/03/2022,Waitemata
1606,Silver,Holden,COMMODORE,2006,Saloon,11/02/2022,Waikato
1607,Grey,Honda,CRV,1997,Stationwagon,4/01/2022,Bay of Plenty
1608,Silver,Nissan,TERRANO,1998,Stationwagon,9/03/2022,Bay of Plenty
1609,White,Mazda,BOUNTY,2006,Utility,23/11/2021,Counties/Manukau
1610,Silver,Nissan,PULSAR,1998,Saloon,9/12/2021,Canterbury
1611,White,Toyota,HIACE,1997,Light Van,1/04/2022,Counties/Manukau
1612,Silver,Hyundai,ELANTRA,2006,Saloon,19/02/2022,Waitemata
1613,Silver,Toyota,LANDCRUISER,1996,Stationwagon,11/02/2022,Canterbury
1614,Silver,Nissan,SKYLINE,1996,Saloon,27/02/2022,Waikato
1615,Blue,Subaru,IMPREZA,2000,Stationwagon,3/03/2022,Central
1616,Black,Nissan,TERRANO,1999,Stationwagon,30/01/2022,Canterbury
1617,Brown,Toyota,HIACE,1995,Stationwagon,25/01/2022,Central
1618,Blue,Honda,ODYSSEY,2002,Stationwagon,23/12/2021,Waikato
1619,Black,Holden,COMMODORE,2006,Saloon,27/10/2021,Waitemata
1620,Red,Toyota,YARIS,2006,Hatchback,22/02/2022,Canterbury
1621,White,Ford,COURIER,2006,Utility,22/10/2021,Wellington
1622,Silver,Subaru,IMPREZA,1996,Stationwagon,19/02/2022,Eastern
1623,Red,Mazda,PROCEED,1994,Utility,24/10/2021,Auckland City
1624,Red,Ford,FALCON,2006,Saloon,12/12/2021,Bay of Plenty
1625,Red,Subaru,LEGACY,2003,Saloon,27/01/2022,Bay of Plenty
1626,White,Subaru,IMPREZA,1998,Saloon,17/03/2022,Southern
1627,Grey,Ford,COURIER,2005,Utility,16/02/2022,Bay of Plenty
1628,White,Ford,COURIER,2006,Utility,25/03/2022,Auckland City
1629,Silver,Subaru,IMPREZA,1996,Stationwagon,2/01/2022,Southern
1630,Silver,Ford,COURIER,2006,Utility,20/02/2022,Canterbury
1631,White,Mazda,CAPELLA,1999,Stationwagon,29/11/2021,Northland
1632,Silver,Ford,COURIER,2006,Utility,20/11/2021,Counties/Manukau
1633,White,Toyota,ALTEZZA,1998,Saloon,9/01/2022,Wellington
1634,Blue,Nissan,MISTRAL,1994,Stationwagon,23/11/2021,Canterbury
1635,Blue,Toyota,GRANVIA,1995,Stationwagon,2/11/2021,Canterbury
1636,Red,Honda,ODYSSEY,1996,Stationwagon,21/12/2021,Canterbury
1637,White,Mazda,BOUNTY,2006,Utility,7/02/2022,Waikato
1638,Green,Nissan,PATROL,1996,Light Van,21/03/2022,Counties/Manukau
1639,White,Ford,COURIER,2006,Utility,24/11/2021,Northland
1640,Silver,Nissan,PRIMERA,1996,Saloon,16/10/2021,Northland
1641,Silver,Honda,LOGO,1999,Stationwagon,2/11/2021,Auckland City
1642,Red,Toyota,AVALON,2001,Saloon,17/12/2021,Wellington
1643,Blue,Toyota,LUCIDA,1999,Stationwagon,5/04/2022,Canterbury
1644,Grey,Ford,COURIER,2006,Utility,8/12/2021,Tasman
1645,Red,Toyota,JUNO,1997,Sports Car,13/12/2021,Bay of Plenty
1646,Brown,Ford,FESTIVA,1999,Stationwagon,5/04/2022,Eastern
1647,Silver,Toyota,ESTIMA,1997,Stationwagon,11/02/2022,Southern
1648,Grey,Holden,COMMODORE,2006,Saloon,1/03/2022,Canterbury
1649,White,Isuzu,BIGHORN,1997,Stationwagon,3/02/2022,Canterbury
1650,Silver,Nissan,CONDOR,1992,Other Truck,15/12/2021,Bay of Plenty
1651,Silver,Nissan,SILVIA,1997,Hatchback,24/01/2022,Canterbury
1652,Silver,Suzuki,GRAND VITARA,2006,Stationwagon,25/12/2021,Central
1653,Black,Hyundai,SONATA,2006,Saloon,29/11/2021,Canterbury
1654,Brown,Toyota,RAV4,2006,Stationwagon,28/12/2021,Canterbury
1655,Black,Mazda,BOUNTY,2006,Utility,16/12/2021,Eastern
1656,White,Mazda,BONGO,2006,Light Van,7/01/2022,Waitemata
1657,Grey,Nissan,PRIMERA,1995,Saloon,29/10/2021,Bay of Plenty
1658,Gold,Honda,ACCORD,2006,Saloon,19/03/2022,Waikato
1659,Brown,Toyota,HILUX,2006,Utility,22/12/2021,Counties/Manukau
1660,Red,Subaru,IMPREZA,1997,Stationwagon,1/12/2021,Southern
1661,Silver,Ford,COURIER,2006,Utility,9/01/2022,Bay of Plenty
1662,Black,Mazda,MAZDA6,2006,Stationwagon,27/10/2021,Auckland City
1663,Black,Nissan,MURANO,2006,Stationwagon,3/04/2022,Northland
1664,Silver,Mercedes-Benz,E,2004,Saloon,18/03/2022,Waitemata
1665,Blue,Toyota,RAV4,1995,Stationwagon,26/03/2022,Eastern
1666,Blue,Volkswagen,BEETLE,2002,Stationwagon,11/02/2022,Auckland City
1667,White,Holden,RODEO 4X2,2006,Utility,15/10/2021,Bay of Plenty
1668,Blue,Mitsubishi,OUTLANDER,2006,Stationwagon,1/04/2022,Waikato
1669,White,Toyota,HILUX,2006,Utility,8/01/2022,Counties/Manukau
1670,Silver,Subaru,IMPREZA,1999,Stationwagon,28/10/2021,Wellington
1671,Silver,Nissan,CEFIRO,1997,Saloon,2/02/2022,Northland
1672,Silver,Ford,COURIER,2006,Utility,29/12/2021,Waikato
1673,Red,Ford,COURIER,2003,Utility,4/03/2022,Waikato
1674,Red,Ford,COURIER,2003,Utility,4/03/2022,Waikato
1675,Blue,Toyota,LANDCRUISER,1998,Stationwagon,23/02/2022,Canterbury
1676,Black,Hyundai,TUCSON,2006,Stationwagon,25/02/2022,Counties/Manukau
1677,Black,Ford,FALCON,2006,Saloon,8/12/2021,Eastern
1678,White,Ford,COURIER,2006,Utility,21/02/2022,Central
1679,Silver,Mitsubishi,OUTLANDER,2006,Stationwagon,14/03/2022,Bay of Plenty
1680,White,Toyota,HILUX,2006,Utility,21/03/2022,Central
1681,Silver,Holden,RODEO 4X4,2006,Utility,18/02/2022,Tasman
1682,Silver,Mitsubishi,LANCER,2001,Stationwagon,19/02/2022,Wellington
1683,Grey,Mitsubishi,CHALLENGER,1997,Stationwagon,30/01/2022,Northland
1684,Silver,Mazda,MAZDA6,2006,Hatchback,12/01/2022,Central
1685,Black,BMW,X5,2004,Stationwagon,2/01/2022,Auckland City
1686,White,Mitsubishi,L300,2006,Light Van,11/12/2021,Auckland City
1687,Silver,Toyota,CYNOS,1999,Hatchback,13/12/2021,Bay of Plenty
1688,White,Mazda,BOUNTY,2006,Utility,6/11/2021,Wellington
1689,White,Mitsubishi,TRITON,2006,Utility,19/02/2022,Waikato
1690,White,Mazda,BOUNTY,2006,Utility,15/12/2021,Waitemata
1691,Grey,Ford,FALCON,2006,Saloon,7/10/2021,Wellington
1692,White,Mazda,MAZDA3,2006,Hatchback,1/11/2021,Waitemata
1693,White,Mazda,BOUNTY,2006,Utility,9/03/2022,Bay of Plenty
1694,Silver,Toyota,STARLET,1997,Hatchback,12/12/2021,Southern
1695,Black,Toyota,YARIS,2006,Saloon,28/01/2022,Wellington
1696,White,Subaru,LEGACY,2001,Stationwagon,20/03/2022,Northland
1697,Green,Mazda,FAMILIA,1998,Saloon,7/01/2022,Auckland City
1698,Green,Toyota,HILUX,2006,Utility,24/01/2022,Southern
1699,White,Toyota,HIACE,1994,Light Van,8/01/2022,Central
1700,Silver,Subaru,IMPREZA,1999,Saloon,10/01/2022,Counties/Manukau
